ATTINY 85-20 PU;1
L 7805 CV;1
METALL 1,00K;1
METALL 10,0K;1
METALL 470;2
KBT L-7104HD;1
KBT L-7104SGD;1
1N 4001;1
CLIFF FCR681465P;1
M-A 100U 35-2;1
X7R-2,5 100N KOM;2
GS 8P;1
HNP 12-120L6;1
